userName,score,content,thumbsUpCount,at,replyContent,reviewId
Pedro Miguel Sousa Brandão,4,Ele é bom por causa q depois dele meu filho ficou comprando todas as coisas.,0,2022-09-15 21:43:13,Ficamos felizes em saber que o nosso aplicativo Rotina Divertida tem ajudado a motivar o seu filho a completar suas tarefas diárias. Obrigado por compartilhar sua experiência conosco e por usar nossa aplicação. Obrigado novamente!,462d7f95-5d3b-42a6-abcf-105b34963598
Simara Sousa,5,Muito bom depois desse aplicativo meu filho vai fazer as tarefas sem dá tanto trabalho,0,2022-09-12 18:18:19,Obrigado pelo seu feedback positivo! Ficamos felizes em saber que o nosso aplicativo Rotina Divertida está ajudando o seu filho a completar suas tarefas diárias com mais facilidade. Agradecemos por utilizar nossa aplicação e por compartilhar sua experiência conosco.,8f13bbc0-94d3-4f47-8f9a-b78c24b6e4d3
Karine Menine,4,"O aplicativo em si é ótimo, só uma coisa que pra mim não funciona é o alerta ele tocou na primeira semana agora não toca mais, já é segunda vez que tento usar o app, pois na primeira desinstalei pelo motivo de não tocar mais e agora está acontecendo de novo. Mais alguém tem esse problema ou será no meu telefone?",0,2022-09-06 11:02:57,,09bc2a43-5f6e-468e-9021-8bfd80f58d4a
Reinaldo Trindade,5,Muito bom app,0,2022-09-02 14:30:36,Obrigado pelo seu feedback positivo! Ficamos felizes em saber que você achou nosso aplicativo Rotina Divertida muito bom. Estamos empenhados em fornecer uma experiência de usuário útil e personalizável para todas as idades e com necessidades especiais. Obrigado por usar nosso aplicativo!,87cc4f5b-4fe7-436c-9511-42e729868dec
Yana Kethelyn,5,Aplicativo muito bom ótimo sem defeitos vc não vai se arrepender,0,2022-08-30 02:47:43,Obrigado pelo seu feedback positivo! Ficamos muito felizes em saber que você achou nosso aplicativo Rotina Divertida muito bom e sem defeitos. Estamos comprometidos em fornecer uma experiência de usuário útil e personalizável para todas as idades e com necessidades especiais. Obrigado por usar nosso aplicativo e por compartilhar sua experiência.,ee16b875-5df9-4bc9-9ac6-39387a5922dd
Carina Ribeiro,5,Muito bom! Recomendo.,0,2022-08-29 18:31:51,Obrigado pelo seu feedback positivo e por recomendar nosso aplicativo Rotina Divertida! Estamos empenhados em fornecer uma experiência de usuário útil e personalizável para todas as idades e com necessidades especiais. Obrigado por usar nosso aplicativo e por compartilhar sua experiência conosco!,322b2da2-7003-4e59-9bfb-e244099d4ed0
Rafael Neaime,5,"Muito bom app Cria responsabilidades e faz a administrar o tempo.. Melhorias, o app do adm sobe notificação quando chega horário das tarefas dos filhos, mas no celular dos filhos não está notificando eles, não faz barulho e nem tem notificação.. Já verifiquei e está tudo ativado.. A Função existe no app? Para tocar e chegar a notificação no celular da criança?",1,2022-08-08 10:23:24,"Ficamos felizes que o app tem sido útil na criação de responsabilidades e administração do tempo! Quanto à questão das notificações no celular das crianças, a função existe e deveria funcionar corretamente. Pedimos desculpas pelo inconveniente e agradecemos por nos informar sobre isso. Vamos investigar o problema e buscar soluções.",565beac7-53c7-442e-96ae-d4b4ef00803f
Rihanna Lore,3,O aplicativo é bom mais envés de tipo eu coloquei uma tarefa que era acordar às 06:30 e só fez pim e perdi a aula isso foi sexta-feira,0,2022-08-08 09:29:30,"Lamentamos saber que você perdeu a aula devido ao nosso aplicativo. Vamos verificar essa funcionalidade e tentar encontrar uma solução para evitar que isso aconteça novamente no futuro. Agradecemos pelo seu feedback e pedimos desculpas pelo inconveniente causado. Se você tiver mais comentários ou sugestões, não hesite em entrar em contato conosco.",e7639488-d93a-481b-b025-e0f571e07224
Analuisa Ramos Coelho,5,"Ajuda muito. É um pouco complicadinho para aprender a usar. Mas uma.ve emtendido o funcionamento, é uma ótima ferramenta para auxílio na educação.",0,2022-08-07 11:28:58,"Ficamos felizes em saber que nosso aplicativo tem sido útil na educação de seus filhos. Entendemos que pode ser um pouco complicado no início, mas uma vez que você se familiariza, ele se torna uma ótima ferramenta. Caso precise de ajuda ou tenha sugestões, estamos à disposição para auxiliar e melhorar ainda mais o App. Obrigado pelo seu feedback!",1cdc40cb-a489-4118-8b47-3be61a2c1973
Soraia Alfaia,5,Amei de mais super recomendo,0,2022-08-06 00:15:02,Obrigado pelo seu feedback positivo e por recomendar nosso aplicativo Rotina Divertida! Ficamos felizes em saber que você gostou muito de nossa aplicação. Obrigado por usar nosso aplicativo e por compartilhar sua experiência conosco!,8c7c40b5-361d-4028-9bc7-437a6c2891c2
Divina Marcucci,5,SENSACIONAL,0,2022-08-04 12:27:37,Obrigado pelo seu feedback positivo! Ficamos felizes em saber que você achou nosso aplicativo Rotina Divertida sensacional. Nosso objetivo é fornecer uma experiência de usuário útil e personalizável para todas as idades e com necessidades especiais. Obrigado por usar nosso aplicativo e por compartilhar sua experiência conosco!,45577908-56db-49da-b91f-6d88f484357d
Vilma Celma,5,Não gostei......................zueira eu amei mas.. eu queria saber como é a tela inicial Obg Tchau Bay Adeus Até,0,2022-08-02 19:45:43,"Ficamos felizes em saber que você amou nosso aplicativo Rotina Divertida! A tela inicial do aplicativo mostra as atividades programadas para o dia, com a opção de adicionar novas atividades. Esperamos que isso ajude! Obrigado por usar nosso aplicativo e por compartilhar sua experiência conosco! Até a próxima!",56a06899-748c-4b5f-8c5d-fb7981d3ef9c
Pedro Prates 18 Anos,5,Rotina Divertida,0,2022-07-12 23:49:59,,28088e0f-dfc4-44c9-b31b-bd9c344542b7
Patricia Ferreira,5,"Muito bom, fácil de usar, meu filho amou",0,2022-06-17 13:36:00,Obrigado pelo seu feedback positivo! Ficamos felizes em saber que você achou nosso aplicativo Rotina Divertida muito bom e que seu filho amou. Nosso objetivo é fornecer uma experiência de usuário útil e personalizável para todas as idades e com necessidades especiais. Obrigado por usar nosso aplicativo e por compartilhar sua experiência conosco!,02635df5-6de4-4fdf-ada9-b34f563ed5e9
Thais Freitas,5,"Adorei! Bem oq eu estava procurando! Fácil de mexer! Ja vêm com algumas opções de imagens/ações principais e podemos adicionar as que a criança ja esta acostumada a usar! Só gostaria que as notificações fossem mais evidentes! Que entrassem no meio da tela por exemplo! (Pq, dessa forma que vêm, se a criança não abre a agenda, a notificação pode passar batida!)",68,2022-06-08 01:20:12,Que bom que gostou do app! Agradecemos o feedback e a sugestão sobre notificações. Vamos considerar essa ideia para melhorar a experiência dos usuários. Continue aproveitando o Rotina Divertida e fique à vontade para nos contatar com mais sugestões ou dúvidas!,bdeba167-a018-4564-b169-3bb4db7b4492
Leonardo Fraietta,3,"Estou testando e achando muito bom mas faltam algumas coisas. Tem um recurso chamado PECS que não tem explicação nenhuma, não dá pra saber pra que serve. Seria interessante poder adicionar mais administradores, ou seja, mãe e pai gerenciam seus dependentes cada um com seu celular. E por fim, quando o dependente esquece de anotar uma tarefa como concluída não dá pra fazer no dia seguinte. O administrador até consegue fazer isso na sessão de relatório porém a quantidade de estrelas não atualiza.",2,2022-05-21 08:16:56,,9fa3d5fc-8151-42c3-9f27-9ae8895d95e6
Yago Maués,5,Esse aplicativo é maravilhoso e tem um potencial enormeee!!,0,2022-05-18 12:18:36,,2274d6c1-0bfc-40c5-9181-4730938838a3
Jairo Figueiredo,5,Ajuda a lembrar as coisas e a rotina da criança,0,2022-05-16 00:01:50,,b988c05d-5fb8-4183-b582-25fabbea5c11
Ariane Modesto,5,Muito bom para crianças se acostumarem com a rotina uso a algumas semanas e minha crianc de 6 já está acostumando com horários,0,2022-05-02 11:28:25,"Que ótimo ouvir isso! É gratificante saber que o aplicativo está ajudando sua criança a se adaptar e se acostumar com os horários e rotinas. Agradecemos muito pelo feedback e desejamos que a experiência continue sendo positiva para vocês. Continue aproveitando e qualquer coisa, estamos à disposição!",ff9c7346-e517-4909-a111-ffa880f87e79
Debora Martins,4,Amei o APP mas meu filho não recebe as notificações para cumprir as tarefas só eu que recebo . Ele não sabe ler como vai saber o que tem que fazer e a hora .,0,2022-05-01 15:49:18,,f32647bb-0a22-4b39-bc30-d4d38f41cb52
Elaine PLM,5,O aplicativo será muito útil para ajudar com os combinados da sala de aula.,0,2022-04-27 22:04:02,"Ficamos felizes em saber que você acha que o aplicativo será útil para ajudar com os combinados da sala de aula. É ótimo quando a tecnologia pode ser uma ferramenta valiosa para o aprendizado e organização. Esperamos que a aplicação continue a ser uma ajuda eficaz para você e seus alunos. Se tiver alguma dúvida , estamos aqui para ajudar!",9f6267d5-8c4c-4391-85af-0a32425f1675
Gabriela Bomfim,5,Eu achei o aplicativo muito bom ......,0,2022-04-18 21:11:56,,75d5538d-e190-4bca-ad4f-175c4fe46994
Daiana de Jesus Gama Viana,5,Muito prático,0,2022-04-13 20:29:39,,4952b849-b44d-4ea9-96f6-2acdca80b62b
Renata Albuquerque,5,Amando o app...me ajudou muito a disciplinar minha filha de 9 anos! Parabéns pelo app!,0,2022-04-04 12:56:17,,dd8376ec-0a23-4308-a73a-795111ac3e67
Kátia Galiano,4,"Gostei muito do aplicativo, embora ainda esteja a gerenciar as rotinas e tarefas para o meu filho, que ainda não começou a usar. Não sei se é uma dificuldade minha mas quando abro as imagens PECS, deveria dar para ouvir a palavra e nem sei como usar as vossas (ótimas) imagens e gravar o som correspondente. Quando insiro imagem minha, o som da última palavra repete-se pra todas e tenho que regravar. Podem ajudar-me?",0,2022-03-31 07:44:31,,045ab271-8f56-4c17-ba50-0b38d317b01a
Paulin Henryk,5,"Encontrei um ótimo app para organizar minha rotina!!! Sei que n sou o público alvo dos desenvolvedores, ainda sim eu agradeço pela ideia e por disponibilizarem algo tão versátil e prático, que com certeza além de me ajudar, irá ajuda o público alvo!!! Mt obg e sucesso a vcs!!!",4,2022-03-19 12:47:29,"Agradecemos seu feedback e ficamos felizes em saber que o aplicativo tem sido útil na organização da sua rotina. Nosso objetivo é ajudar o máximo de pessoas possível, e saber que estamos alcançando diferentes públicos é gratificante. Sucesso para você também, e se tiver sugestões ou dúvidas, estamos à disposição!",0079f4db-1fea-4d8f-a950-a01d278bfdb8
Tatiana UmAmordeFamilia,5,Muito didático e funcional,0,2022-03-18 12:26:25,,c3e42e3e-5e16-4fd1-88a2-6ca11de9d63e
Nathalia Lima santos,5,Esse app e incrível eu abaixei agora mais já dá para ver que e bom,0,2022-03-01 01:29:57,,65f4b964-8802-47e1-b7b9-6f71071d99a5
Joaqueline Pereira da silva,5,Estou amando muito bom,0,2022-02-24 00:08:14,,2cb67170-fd5e-4c6c-a02f-190d069b97ff
Sapocururu ru,1,Jogo péssimo eu fui tentar botar no meu celular eu coloquei a senha tudo do do Google e ele pega e faz isso número é e tinha até uma um nome de real também é tão sem graça eu fui maior legal para tô e ele fez isso eu dou só um porque ele é tão sem graça deixa as pessoas tão divertidas faz isso nossa ele é tão chato tão fala mas dá um murro na cara que criou isso e na hora que a gente entra ele ele pega e faz a gente botar nascer mais tudo eu vou apagar esse número depois fala que deu errado não,0,2022-02-07 13:10:44,,798eb241-a537-479a-ab3e-f0df8ddd8d99
Caroline dos Santos Estacio Caroll,1,"Tem que fazer dia por dia, mesmo selecionando de segunda a sexta , só entra de dia",1,2022-02-07 11:21:10,,c72a5d7f-0a09-4c1d-bbdc-4485e6cc7031
Camila Alves dos Santos,5,Estou usando este app para organizar as minhas atividades diárias e sinceramente estou amando muito feliz por isso. Espero que muitas pessoas tenham a oportunidade de conhecer este app pois realmente era exatamente do jeito que eu queria.,12,2022-02-06 10:10:51,"Ficamos felizes que nosso app esteja ajudando na organização de suas atividades diárias! Nosso objetivo é proporcionar uma ferramenta eficiente e fácil de usar. Agradecemos seu feedback e apoio. Continuaremos trabalhando para melhorar o app. Se tiver sugestões ou dúvidas, estamos à disposição. Obrigado e aproveite! 😊",75b8be08-12f1-40ba-9974-dd547b5a72fd
Nancy Santos,5,Perfeito pra Autista,0,2022-02-02 20:08:18,,2ec676a4-6174-40e2-97c8-eef871fd9243
mary Santos,5,Amei,0,2022-01-28 00:02:31,,ea46c8a2-c255-4d99-86ac-c2c071381e6c
Cantor Darlei ADSulFlu,5,Aplicativo muito didático e está ajudando a minha filha a obedecer uma rotina que eu estabeleço muito bom 👍 👍 👍 👍,0,2022-01-20 20:10:05,"Ficamos felizes em saber que o aplicativo está sendo útil e ajudando sua filha a obedecer à rotina estabelecida. A organização da rotina é fundamental para o desenvolvimento das crianças. Se tiver mais alguma dúvida ou precisar de assistência, estamos aqui para ajudar. Obrigado pelo seu feedback positivo!",d18563f8-6a0b-4893-baa4-d64d4a54c09b
Luiary Evangelista,4,"Gostei muito, mas só deveria ter mais toques de alarme.",1,2022-01-16 22:11:16,,a731cfbb-3268-4cd3-bee2-922681654259
Lais Camila,5,Fantástico,0,2022-01-15 05:33:23,,03964e97-de6f-4a76-9de5-7c6c6863a443
Bia Araujo,1,App horrível voz do Google da deep web kkkkk,0,2022-01-11 23:48:48,Olá Bia tudo bem? O Rotina Divertida utiliza o pacote de voz disponível no dispositivo. Mas é possível gravar sua própria voz na tarefas caso não esteja satisfeita com a qualidade. Obrigado pela avaliação e caso tenha alguma dúvida nós procure.,23fd4fe9-4e99-4556-a19a-fa83ddc467aa
Belly Girl,5,Ele é incrível eu amei minha rotina ficou muito fácil,1,2021-12-30 00:13:44,,e429522e-ef1f-4d15-af25-d1f43eef6222
André Augusto Francisco,5,Amo esse,0,2021-12-09 23:15:20,,9454bfe4-1b9d-480a-86be-cb042a221731
Sophia nascimento,5,Muito bom super recomendo para todos,0,2021-12-06 00:45:28,,3b9a468d-4d32-430d-ae31-87ec5c884cd7
Emanuela Neves,5,O APP executa o que propõe!,0,2021-12-02 09:41:09,,e47ac521-b785-4e08-8cb9-933f6c45691a
Mari Lima,5,"De verdade é muito bom, dá super certo para adultos q tambem tem muuita dificuldade com rotinas q é o meu caso kkkkkk recomendo",2,2021-12-01 16:46:55,"Ficamos muito felizes em ouvir isso! A organização da rotina é um desafio para muitos, independentemente da idade. Nosso objetivo é justamente facilitar esse processo para todos. É ótimo saber que está te ajudando. Muito obrigado pela recomendação e continue aproveitando o app! 😊🙌🏼",6205900d-46ac-4060-b840-6d5fdb7d87e8
Jhenifer Cristina,1,Não está aceitando o cód de acesso no celular das crianças e minha versão e a pró,0,2021-11-15 13:09:58,"Bom dia Jhenifer,
Subimos uma atualização na loja com a correção. Poderia testar novamente, por favor?",60ba5749-2565-4008-b031-969b2006d5fd
kelver Macedo,5,Tenho um filho autista é ele esta adorando,0,2021-11-11 09:22:25,,2d56ced2-58ec-49ba-a7d1-62aab966e39f
Maysa Veloso,5,bem legal,0,2021-11-08 14:47:18,,bdf47912-407f-4b06-8390-3fa88a0df4e8
Tina Santos,3,Ainda estou testando.,0,2021-11-04 20:29:23,,e9fbede8-3ddc-47c3-819f-c7283a8fd306
Humberto de Campos Wichrowski,5,"Excelente App. Meu filho está se adapta do muito bem. Como adora usar tablete ou computador, ficou muito fácil seguir a rotina. Além da flexibilidade para criar novas tarefas, a premiação com estrelas é um grande diferencial.",37,2021-11-01 17:22:15,"Que bom que seu filho está se adaptando bem ao app! Ficamos felizes em contribuir para a rotina dele de forma fácil e flexível. Agradecemos o feedback sobre as tarefas e premiação com estrelas. Se tiver sugestões ou dúvidas, estamos à disposição para ajudar!
",436c8af7-6fd4-4210-bb7a-52bf60da3014
Neuza Silva,5,Adorei 🤩,0,2021-10-30 12:50:40,,9ed46fb0-07ce-4b36-8c16-3de96c4a837e
Monique Martins Leal,1,Horrivel nao consegui me cadrastar. Pessimo botei nome emay senha e nao foi.,0,2021-10-28 14:56:57,"Bom dia Monique,

Subimos uma atualização na loja com a correção. Poderia testar novamente, por favor?",db223771-eec2-4215-a8a1-65a8e416a5c2
Júnia Ribeiro,5,"Ajuda muito nas tarefas da criança/ adolescente. Tem opção de colocar recompensa, isso motiva.",0,2021-10-26 03:43:33,Ficamos felizes em saber que o aplicativo está ajudando nas tarefas diárias! A opção de recompensa foi pensada justamente para motivar e engajar ainda mais as crianças e adolescentes. Agradecemos pelo seu feedback e esperamos que continue tendo uma ótima experiência! 😊🙌🏼,cda85652-c609-45f7-aeb7-5ff54d31c9c1
Samuel Menon Ramos,5,Excelente gostei muito,0,2021-10-21 02:13:21,,14a1b9a3-15be-4502-9283-8e47e236778e
Elka Antônio,3,A app é muito boa mais tem algumas falas quando tu apagar uma tarefa sou desaparece em uma,0,2021-10-12 22:33:36,,637bf352-a7a7-488d-82b5-ccba1085b751
Itais Cicera,4,Não notificar fora isso é maravilhoso,0,2021-10-04 22:21:04,,0beb0156-539e-4610-9ad4-c0300c517997
Francinelma Soares da Silva Rodrigues,5,"Perfeito! Minha filha de 6 anos ama seguir a rotina. O bom é que podemos personalizar de acordo com q queremos, sentei com ela e fizemos a distribuição das tarefas. O App facilita mt minha vida e é bom q minha filha já cresce sem dificuldade de cumprir rotina.",29,2021-10-03 21:59:23,"Que ótimo que o app tem ajudado na rotina da sua filha e facilitado sua vida! Ficamos contentes em contribuir para o desenvolvimento de hábitos saudáveis desde cedo. Agradecemos o feedback e esperamos continuar a atender às suas expectativas. Se tiver sugestões ou dúvidas, estamos à disposição!",e8a54e29-9f29-4ec7-92dd-66eefc7abbcd
Gabriele Almeida,3,"Gostei! Mais uma sugestão é ter como retirar estrelas, ex: birras perde 2 estrelas....",0,2021-09-28 15:34:11,,260f0bda-0323-4146-9505-019d1b19e849
Larissa Oliveira,3,"ele é exelente para crianças, ou pessoas que necessitam de algúm tipo de monitoramento, como um tutor",0,2021-09-28 06:35:20,,b763c987-2359-49ae-94f2-2907cad51809
Martízia Santos,5,"Muito bom mesmo, parabéns aos desenvolvedores",0,2021-09-22 15:36:23,,92b824b5-294c-4ce6-bbd2-ad2f6d443596
Josilene Constelação de Órion,5,"Muito bom msm,amei! Aprendendo ainda a usar.",0,2021-09-20 15:11:28,,c6b6eb23-f694-4252-bc6d-37d87bb85a54
Kelly Cristina farias,5,"Muito bom, superando as expectativas.",0,2021-09-09 20:47:34,,4b5b5bb9-3dc8-47d9-816f-bbeb78cfce3d
Thâmara Queiroz,5,Melhor app que já usei.,0,2021-08-20 15:03:40,,6689cd33-2d52-4635-ae67-0be3be29f671
Jenifer Dziurkowski Wiatek,5,"Adorei o aplicativo, super recomendo 👏👏👏👏",0,2021-08-20 14:09:46,,43814de0-1769-4180-913e-a18828783f05
David Brito,3,O App não tem como tirar a fala das tarefas e isso atrapalha muito.,0,2021-08-19 01:36:44,"Olá David tudo bem? Ele vem ativo por padrão para desativar o assistente vá no admin, menu, configurações. Desmarque ativar assistente de voz. Se tiver alguma dúvida me avise obrigado.",e0197708-7605-449c-8ff6-151a2c2d9b49
TIAGO GAMER,5,Ótimo excelente,0,2021-08-18 21:27:01,,815e0270-d183-4221-bef5-d6f9d996d8b9
Marcelle,5,"Ótimo app, me ajudou muito a organizar a rotina pro meu filho de 4 anos. As estrelas eu converto em R$0,25 cada e deixo ele gastar com brinquedo ou balas. Quando faz algo errado, dou como punição perder algumas estrelas. De quebra está aprendendo educação financeira. Posso criar rotinas/eventos para ele, (assistir aula On-line, ganha 3 estrelas). Posso colocar recompensas no app, tirando a foto de algo, e ele reivindica quando alcança o número de estrelas. Super recomendo!!",24,2021-08-17 15:00:30,"Ficamos felizes em saber que o app tem sido útil na organização da rotina do seu filho e na educação financeira! Agradecemos o feedback positivo e a recomendação. Continuaremos trabalhando para oferecer a melhor experiência possível. Se tiver sugestões ou dúvidas, estamos à disposição!
",dc9f9469-20b9-4bf4-9d0b-655539c12371
AliTuber,5,Ameii bom o conteúdo,0,2021-08-11 21:14:27,,94b4de93-e464-49fe-9e82-339d75abf28b
Isabela Chaim,5,"Adorei! Uso com a minha filha de 3 anos, que não vê a hora de ganhar as estrelas, sabe aquela tarefinba básica que as vezes é difícil de quererem realizar? Agora se tornou facil!",0,2021-08-08 15:02:54,"Ficamos felizes em saber que o app Rotina Divertida tem sido útil para você e sua filha de 3 anos! Nosso objetivo é tornar as tarefas diárias mais agradáveis e motivadoras, especialmente para as crianças. Agradecemos pelo seu feedback positivo e continuaremos trabalhando para melhorar ainda mais o aplicativo. Obrigado pelo apoio! 😊",b17c5a47-6ac9-41e1-a1a3-8f62d85765ca
Priscila Alves Siqueira,5,Esta me divertindo 😘 Eu to adorando esse app🥰,0,2021-08-07 19:16:05,,634e8ef4-1af8-4609-a074-d316cedd4624
Milena Silveira,5,"App muito fácil de usar, ótimo para quem precisa montar uma rotina consistente e visual. Melhor se a criança tiver seu próprio aparelho (celular ou tablet), os meus de 4 anos (neurotípico)e 7 anos (TDAH E TOD) se adaptaram muito bem e estão praticando as tarefas com leveza e alegria para ganhar as estrelas. Lembrando que todas as tarefas e resultados possuem áudio e ilustrações que não necessitam de alfabetização para que os pequenos entendam. Estou amando usar e recomendo muito!!!!",73,2021-08-05 21:42:53,"Que ótimo que o app tem sido útil para seus filhos! Ficamos contentes em contribuir para a rotina deles de forma leve e divertida. Agradecemos o feedback e a recomendação. Continuaremos trabalhando para melhorar a experiência. Se tiver sugestões ou dúvidas, conte conosco!",ea16a649-3eed-476b-8558-0feb7b189eca
Suporte Cagnoni,5,"Muito bom, cumpre",0,2021-08-02 01:43:46,,17733041-47fd-4409-97ff-f26568f46aa3
ana vitoria,5,Vamos ver como é instalou agora mais eu acho que é muito divertido de fazer os afazeres diarios,0,2021-08-01 01:42:15,"Esperamos que você tenha uma ótima experiência com o aplicativo! Se você acha que é divertido fazer os afazeres diários, isso pode tornar a rotina mais agradável e motivadora. Lembre-se de explorar todas as funcionalidades e personalizar as tarefas de acordo com suas necessidades. Se tiver alguma dúvida não hesite em entrar em contato. Aproveite!",93ca2981-e193-4d14-97f7-4b415487c93f
karen de oliveira,5,"Muito útil, estou amando, estamos tendo uma experiência de dois dias de obediência e diversão👏👏👏",0,2021-07-31 04:07:28,Que bom ouvir isso! Ficamos felizes em saber que o aplicativo está trazendo obediência e diversão para sua rotina. Continuaremos trabalhando para proporcionar uma experiência ainda melhor. Muito obrigado pelo feedback e aproveite! 😊👏🏼🌟,bf6492ff-06b3-4541-867c-42932cd20674
Claudiane Sousa,5,Perfeito 😍😍😍,0,2021-07-31 02:56:39,,546dfb87-4bf9-49d9-ac86-d84c439d9ac8
Raquel Macedo,5,Muito bom 😊,0,2021-07-28 22:21:55,,437cd299-1b46-4918-9cf2-31553b32f16d
RUBENS GUERRA,5,"Adorei,as crianças gostaram e estão ajudando nas tarefas..",0,2021-07-25 01:04:42,"Ficamos muito felizes em saber que você adorou o aplicativo e que as crianças também estão gostando e ajudando nas tarefas. É ótimo quando a tecnologia pode ser uma aliada na organização da rotina familiar. Se tiver mais comentários ou sugestões, não hesite em compartilhá-los. Obrigado pelo seu feedback positivo!",f8372eba-40a8-4ba7-9c26-52622f2b02e4
Josiane Carvalho,5,Otimo app pra vcs👉📱,0,2021-07-19 16:04:59,,41d354a6-8f33-4e5a-8c00-0ca80fa09192
Mônica Custódio,5,Me ajudou muito com as tarefas diárias da minha filha. Ela se esforça mais para completar todas as atividades do dia e acha mais divertido.,4,2021-07-19 14:11:53,"Que bom saber que o aplicativo tem ajudado na organização das tarefas diárias da sua filha e que ela se diverte ao completá-las! Nosso objetivo é tornar as atividades cotidianas mais agradáveis e estimulantes. Agradecemos seu feedback e esperamos continuar proporcionando uma ótima experiência. Se tiver sugestões ou dúvidas, estamos à disposição!",bc4124be-0320-4624-adf7-07f6f6d6dfee
Fabiana Menezes,5,Excelente,0,2021-07-14 21:58:45,,1ec1e5ba-bf3e-4210-aecf-633fe93542a8
Lays Orric,5,App ⭐⭐⭐⭐⭐,0,2021-07-13 02:53:15,,66e53122-40c9-40f6-87fb-64726a4e7b61
Marcia Santana,5,E um app muito Bom,0,2021-07-10 13:24:09,,b001ffa6-37d0-4111-aa94-801974647d67
Viviane Sampaio,1,Está sendo produtivo,0,2021-07-07 11:24:56,,5f08c013-e3c6-4148-ad72-6ba8df1c86b1
Robson,5,Muito legal....Parabéns ao desenvolvedor,0,2021-07-01 02:20:03,,96cf76c3-8166-41bc-aa08-de788d9c6061
Célia Barbosa,5,Achei sensacional,0,2021-06-30 16:40:11,,c19744ef-4aa7-4f04-ad8e-352f16c39a85
Maria vitoria Luquese alves,5,"JESUS te ama hoje vamos buscar a DEUS mais DEUS AMOU TANTO ESSE 🌎QUE DEU SEU UNICO FILHO PRA MORRER POR NOIS JESUS FOI HUMILHADO,CRUSCIFCADO E MOIDO E PELOS NOSSOS PECADOS JESUS AMA VOCE E ELE QUER TE SALVAR A OJNDE VOCE ESTA NA SITUAÇÃO QUE VOCE SE ENCOTRA HOJE DEUS PODE MUDAR A SUA VIDA!!!!",0,2021-06-28 21:54:24,,0d73068a-f220-42b2-bc20-57c9607b72ca
Oriana Comesanha,5,"Acabei de baixar, mas uma rápida olhada já mostra como é completo",0,2021-06-22 10:41:06,,912bcc82-c4df-4085-a46f-65e7792961ea
Flavia Lopes N .G.,5,Adorei muito bom,0,2021-06-21 15:53:33,,fb869b36-6f32-4248-b415-d7868e463948
Hugo Stebam,5,Ótimo!!!,0,2021-06-11 23:55:28,,a33797d4-7018-4193-ba49-3cf5c14c7b2a
natalia costa,5,Gente eu amei nunca vi um aplicativo tão funcional e bom é tudo uns canudo. Pode abaixar vocês não vão se arrepender,0,2021-06-11 17:35:54,,eea9c038-df7f-4029-a1f3-ae830fa53050
Nadgela st Fatel,1,Chato difícil de utilizar,0,2021-06-11 04:41:17,,a18b2f79-747a-488a-892c-2c2016eb588b
Janyce Luza (JL),5,"Excelente aplicativo, de grande ajuda para ensinar responsabilidade a criança e rotina. Parabéns",1,2021-06-03 13:50:25,Muito obrigado pelo seu elogio! Estamos felizes em saber que você encontrou o aplicativo excelente e útil para ensinar responsabilidade e rotina às crianças. Seu feedback é valioso e apreciamos seu apoio. Parabéns a você também por promover uma educação responsável e organizada!,cb36b87e-2b15-49ba-842e-8e2c628a817a
Cassia Ferreira,5,Meu filho ama ganhar as estrelinhas.,0,2021-06-02 20:41:20,,cc88e964-eb8f-4a43-8ac0-e1ad0156b3e0
Lina Ressan,5,"É útil, fácil de entender, poucos anúncios e vale a pena usar.",6,2021-05-31 16:53:53,Ficamos muito felizes em ouvir isso! Trabalhamos para oferecer uma experiência amigável e eficiente aos nossos usuários. Seu feedback positivo nos motiva a continuar melhorando. Muito obrigado por usar nosso aplicativo e por compartilhar sua opinião! 😊👍🏼,5fa4c8e4-727f-4ed9-a3f4-3c404566a3e9
alibiel 1.0,3,Juninho morreu de fome kakakamakkakaka,0,2021-05-25 17:37:16,,875d9256-6c0a-42d0-87c1-53851e8033b6
Marcela Rodrigues,5,"Já tinha procurado muito por um app assim, mas nunca encontrei. Essencial para os responsáveis estabelecerem combinados com as crianças e não terem que ficar repetindo mil vezes. Muito fácil de construir a rotina, interface simples mas muito bonita! Tem o que importa! Rotina, alarme, ilustrações e narração! Essa mãe merece um beijo!!!!",93,2021-05-17 11:56:21,"Ficamos felizes que encontrou o app ideal! Agradecemos o feedback positivo sobre a interface e funcionalidades. Nosso objetivo é facilitar a rotina dos responsáveis e crianças. Se tiver sugestões ou dúvidas, estamos à disposição! E um grande abraço à mãe incrível que você é!",646e6020-8664-46b1-b4da-6c4877e8cc56
Nathália Marques (naty.),5,"Amei,da pra usar as rotinas tipo mais vc pode fazer a sua tbm é muito bom esse app perfeito demais juro baixem ele é muito bom",0,2021-05-17 02:29:02,Ficamos muito felizes com a sua avaliação! Nosso objetivo é justamente oferecer flexibilidade para que cada usuário possa adaptar as rotinas de acordo com suas necessidades. Muito obrigado pelo apoio e recomendação. Continue aproveitando o aplicativo,a0d98937-2d7e-49aa-b186-af0ad8649d0b
